Order_ID,Rating
RU-2019-001271,4
SI-2019-001272,5
IN-2019-001273,5
RU-2019-001274,4
RU-2019-001275,5
IN-2019-001276,3
IN-2019-001277,5
JA-2019-001278,3
RU-2019-001279,5
IN-2019-001280,3
IN-2019-001281,5
JA-2019-001282,2
MA-2019-001283,4
IN-2019-001284,5
SI-2019-001285,1
IN-2019-001286,5
IN-2019-001287,5
CH-2019-001288,5
IN-2019-001289,3
JA-2019-001290,5
MA-2019-001291,4
SI-2019-001292,5
IN-2019-001293,4
CH-2019-001294,5
IN-2019-001295,1
CH-2019-001296,5
SI-2019-001297,4
IN-2019-001298,5
IN-2019-001299,5
RU-2019-001300,4
SI-2019-001301,5
MA-2019-001302,5
MA-2019-001303,5
IN-2019-001304,5
CH-2019-001305,4
IN-2019-001306,5
IN-2019-001307,4
JA-2019-001308,3
MA-2019-001309,5
IN-2019-001310,5
IN-2019-001311,3
RU-2019-001312,5
JA-2019-001313,4
RU-2019-001314,5
IN-2019-001315,5
MA-2019-001316,5
CH-2019-001317,5
JA-2019-001318,4
IN-2019-001319,5
JA-2019-001320,5
IN-2019-001321,3
IN-2019-001322,4
RU-2019-001323,5
SI-2019-001324,5
SI-2019-001325,5
IN-2019-001326,1
CH-2019-001327,5
JA-2019-001328,5
RU-2019-001329,5
MA-2019-001330,4
IN-2019-001331,5
RU-2019-001332,5
IN-2019-001333,3
JA-2019-001334,4
IN-2019-001335,5
JA-2019-001336,5
RU-2019-001337,5
MA-2019-001338,5
RU-2019-001339,4
MA-2019-001340,1
IN-2019-001341,4
CH-2019-001342,5
CH-2019-001343,5
IN-2019-001344,4
IN-2019-001345,2
RU-2019-001346,5
IN-2019-001347,5
SI-2019-001348,5
IN-2019-001349,5
IN-2019-001350,3
RU-2019-001351,4
CH-2019-001352,5
IN-2019-001353,4
JA-2019-001354,5
IN-2019-001355,3
IN-2019-001356,3
MA-2019-001357,2
JA-2019-001358,5
CH-2019-001359,5
CH-2019-001360,5
RU-2019-001361,5
IN-2019-001362,4
RU-2019-001363,1
IN-2019-001364,1
RU-2019-001365,5
RU-2019-001366,5
IN-2019-001367,5
IN-2019-001368,5
IN-2019-001369,5
SI-2019-001370,4
IN-2019-001371,5
IN-2019-001372,2
IN-2019-001373,4
CH-2019-001374,5
IN-2019-001375,5
JA-2019-001376,4
SI-2019-001377,4
IN-2019-001378,3
SI-2019-001379,4
RU-2019-001380,2
RU-2019-001381,5
IN-2019-001382,2
IN-2019-001383,3
CH-2019-001384,5
IN-2019-001385,5
SI-2019-001386,4
RU-2019-001387,4
IN-2019-001388,2
JA-2019-001389,3
CH-2019-001390,5
JA-2019-001391,4
SI-2019-001392,5
CH-2019-001393,5
IN-2019-001394,3
SI-2019-001395,5
SI-2019-001396,3
JA-2019-001397,3
IN-2019-001398,5
SI-2019-001399,5
IN-2019-001400,5
SI-2019-001401,4
CH-2019-001402,5
IN-2019-001403,5
IN-2019-001404,4
SI-2019-001405,5
IN-2019-001406,5
RU-2019-001407,5
JA-2019-001408,5
CH-2019-001409,5
JA-2019-001410,3
IN-2019-001411,4
RU-2019-001412,1
MA-2019-001413,4
IN-2019-001414,4
CH-2019-001415,5
IN-2019-001416,5
SI-2019-001417,4
IN-2019-001418,2
RU-2019-001419,5
MA-2019-001420,5
CH-2019-001421,5
JA-2019-001422,5
SI-2019-001423,5
SI-2019-001424,2
JA-2019-001425,4
CH-2019-001426,5
IN-2019-001427,4
CH-2019-001428,5
IN-2019-001429,5
SI-2019-001430,4
RU-2019-001431,5
JA-2019-001432,4
SI-2019-001433,4
IN-2019-001434,5
CH-2019-001435,5
IN-2019-001436,5
IN-2019-001437,4
JA-2019-001438,5
IN-2019-001439,5
IN-2019-001440,1
MA-2019-001441,5
IN-2019-001442,5
MA-2019-001443,3
MA-2019-001444,2
JA-2019-001445,5
JA-2019-001446,3
JA-2019-001447,4
IN-2019-001448,4
RU-2019-001449,5
IN-2019-001450,1
JA-2019-001451,4
MA-2019-001452,3
SI-2019-001453,4
JA-2019-001454,5
IN-2019-001455,5
IN-2019-001456,5
RU-2019-001457,4
JA-2019-001458,5
SI-2019-001459,4
CH-2019-001460,5
IN-2019-001461,5
IN-2019-001462,5
RU-2019-001463,5
MA-2019-001464,4
IN-2019-001465,3
JA-2019-001466,4
SI-2019-001467,5
MA-2019-001468,4
JA-2019-001469,3
IN-2019-001470,4
CH-2019-001471,5
IN-2019-001472,5
RU-2019-001473,1
JA-2019-001474,4
IN-2019-001475,3
IN-2019-001476,5
IN-2019-001477,1
JA-2019-001478,5
IN-2019-001479,5
IN-2019-001480,5
IN-2019-001481,5
IN-2019-001482,4
IN-2019-001483,5
IN-2019-001484,4
IN-2019-001485,4
JA-2019-001486,5
IN-2019-001487,5
CH-2019-001488,5
CH-2019-001489,5
RU-2019-001490,5
IN-2019-001491,5
IN-2019-001492,5
JA-2019-001493,5
IN-2019-001494,4
RU-2019-001495,4
IN-2019-001496,3
SI-2019-001497,4
JA-2019-001498,5
JA-2019-001499,5
IN-2019-001500,5
JA-2019-001501,3
IN-2019-001502,5
IN-2019-001503,1
IN-2019-001504,5
IN-2019-001505,5
JA-2019-001506,4
RU-2019-001507,5
RU-2019-001508,5
CH-2019-001509,5
JA-2019-001510,3
MA-2019-001511,3
CH-2019-001512,5
IN-2019-001513,5
IN-2019-001514,5
MA-2019-001515,3
CH-2019-001516,5
RU-2019-001517,5
IN-2019-001518,5
IN-2019-001519,4
IN-2019-001520,5
MA-2019-001521,4
CH-2019-001522,4
JA-2019-001523,5
CH-2019-001524,5
IN-2019-001525,4
JA-2019-001526,3
CH-2019-001527,5
CH-2019-001528,1
MA-2019-001529,2
IN-2019-001530,3
IN-2019-001531,5
RU-2019-001532,5
RU-2019-001533,3
IN-2019-001534,4
CH-2019-001535,3
RU-2019-001536,4
CH-2019-001537,5
RU-2019-001538,5
CH-2019-001539,4
MA-2019-001540,5
MA-2019-001541,4
IN-2019-001542,4
IN-2019-001543,5
IN-2019-001544,3
JA-2019-001545,3
MA-2019-001546,3
CH-2019-001547,5
IN-2019-001548,4
IN-2019-001549,5
RU-2019-001550,3
RU-2019-001551,3
CH-2019-001552,2
SI-2019-001553,4
IN-2019-001554,5
MA-2019-001555,2
IN-2019-001556,4
SI-2019-001557,4
IN-2019-001558,5
RU-2019-001559,3
IN-2019-001560,5
IN-2019-001561,5
IN-2019-001562,4
MA-2019-001563,2
IN-2019-001564,5
RU-2019-001565,4
JA-2019-001566,5
JA-2019-001567,4
IN-2019-001568,3
MA-2019-001569,5
CH-2019-001570,5
IN-2019-001571,4
IN-2019-001572,5
IN-2019-001573,5
IN-2019-001574,5
IN-2019-001575,5
RU-2019-001576,2
JA-2019-001577,5
MA-2019-001578,5
IN-2019-001579,5
IN-2019-001580,5
SI-2019-001581,5
RU-2019-001582,3
IN-2019-001583,5
IN-2019-001584,5
RU-2019-001585,5
JA-2019-001586,4
RU-2019-001587,1
JA-2019-001588,2
SI-2019-001589,4
RU-2019-001590,3
MA-2019-001591,5
IN-2019-001592,4
JA-2019-001593,5
RU-2019-001594,5
IN-2019-001595,5
SI-2019-001596,3
CH-2019-001597,5
JA-2019-001598,4
IN-2019-001599,5
IN-2019-001600,5
MA-2019-001601,4
CH-2019-001602,4
IN-2019-001603,1
RU-2019-001604,5
IN-2019-001605,2
IN-2019-001606,5
JA-2019-001607,5
IN-2019-001608,5
IN-2019-001609,4
JA-2019-001610,4
IN-2019-001611,5
SI-2019-001612,5
IN-2019-001613,5
MA-2019-001614,5
IN-2019-001615,5
SI-2019-001616,5
RU-2019-001617,5
JA-2019-001618,5
CH-2019-001619,3
IN-2019-001620,5
JA-2019-001621,5
IN-2019-001622,5
IN-2019-001623,5
IN-2019-001624,5
IN-2019-001625,5
IN-2019-001626,5
IN-2019-001627,2
CH-2019-001628,5
RU-2019-001629,5
RU-2019-001630,4
IN-2019-001631,5
CH-2019-001632,4
MA-2019-001633,5
IN-2019-001634,4
IN-2019-001635,3
IN-2019-001636,5
IN-2019-001637,3
IN-2019-001638,4
IN-2019-001639,5
IN-2019-001640,2
IN-2020-001641,4
MA-2020-001642,4
CH-2020-001643,5
IN-2020-001644,5
IN-2020-001645,5
CH-2020-001646,5
IN-2020-001647,4
JA-2020-001648,5
IN-2020-001649,4
JA-2020-001650,1
CH-2020-001651,5
IN-2020-001652,4
JA-2020-001653,4
IN-2020-001654,4
IN-2020-001655,5
IN-2020-001656,5
RU-2020-001657,5
MA-2020-001658,2
SI-2020-001659,4
IN-2020-001660,3
RU-2020-001661,2
RU-2020-001662,4
IN-2020-001663,5
IN-2020-001664,3
IN-2020-001665,4
SI-2020-001666,4
JA-2020-001667,4
SI-2020-001668,5
RU-2020-001669,4
IN-2020-001670,3
RU-2020-001671,5
RU-2020-001672,4
IN-2020-001673,2
MA-2020-001674,5
CH-2020-001675,5
RU-2020-001676,5
JA-2020-001677,5
IN-2020-001678,5
JA-2020-001679,5
MA-2020-001680,5
JA-2020-001681,4
IN-2020-001682,3
IN-2020-001683,5
JA-2020-001684,4
CH-2020-001685,5
JA-2020-001686,5
CH-2020-001687,1
JA-2020-001688,5
JA-2020-001689,5
JA-2020-001690,5
IN-2020-001691,4
IN-2020-001692,3
MA-2020-001693,5
IN-2020-001694,5
SI-2020-001695,5
IN-2020-001696,5
IN-2020-001697,1
JA-2020-001698,5
IN-2020-001699,5
RU-2020-001700,4
IN-2020-001701,5
MA-2020-001702,5
RU-2020-001703,2
RU-2020-001704,5
IN-2020-001705,5
IN-2020-001706,5
IN-2020-001707,4
SI-2020-001708,5
MA-2020-001709,2
JA-2020-001710,4
IN-2020-001711,4
CH-2020-001712,5
JA-2020-001713,5
JA-2020-001714,5
CH-2020-001715,4
RU-2020-001716,5
SI-2020-001717,5
CH-2020-001718,4
RU-2020-001719,5
CH-2020-001720,5
MA-2020-001721,3
CH-2020-001722,5
JA-2020-001723,2
IN-2020-001724,2
MA-2020-001725,5
CH-2020-001726,5
IN-2020-001727,5
IN-2020-001728,5
IN-2020-001729,5
IN-2020-001730,5
MA-2020-001731,5
JA-2020-001732,3
IN-2020-001733,5
IN-2020-001734,2
IN-2020-001735,5
RU-2020-001736,2
CH-2020-001737,4
IN-2020-001738,5
IN-2020-001739,5
JA-2020-001740,5
JA-2020-001741,5
IN-2020-001742,3
IN-2020-001743,4
IN-2020-001744,3
JA-2020-001745,4
IN-2020-001746,5
MA-2020-001747,1
IN-2020-001748,4
RU-2020-001749,4
IN-2020-001750,4
IN-2020-001751,4
SI-2020-001752,5
IN-2020-001753,5
CH-2020-001754,4
JA-2020-001755,5
IN-2020-001756,5
IN-2020-001757,4
IN-2020-001758,4
IN-2020-001759,5
SI-2020-001760,2
JA-2020-001761,4
IN-2020-001762,4
MA-2020-001763,1
SI-2020-001764,3
IN-2020-001765,5
IN-2020-001766,4
CH-2020-001767,5
IN-2020-001768,5
CH-2020-001769,5
IN-2020-001770,2
IN-2020-001771,2
SI-2020-001772,2
IN-2020-001773,1
IN-2020-001774,3
IN-2020-001775,1
IN-2020-001776,1
IN-2020-001777,5
CH-2020-001778,5
IN-2020-001779,5
JA-2020-001780,3
SI-2020-001781,3
CH-2020-001782,3
IN-2020-001783,5
RU-2020-001784,1
IN-2020-001785,5
JA-2020-001786,5
IN-2020-001787,5
SI-2020-001788,3
JA-2020-001789,3
IN-2020-001790,5
IN-2020-001791,4
IN-2020-001792,5
SI-2020-001793,5
JA-2020-001794,5
SI-2020-001795,4
MA-2020-001796,4
IN-2020-001797,5
JA-2020-001798,4
CH-2020-001799,5
CH-2020-001800,5
MA-2020-001801,5
IN-2020-001802,3
RU-2020-001803,5
JA-2020-001804,5
JA-2020-001805,5
MA-2020-001806,4
CH-2020-001807,3
IN-2020-001808,5
IN-2020-001809,4
IN-2020-001810,5
JA-2020-001811,4
IN-2020-001812,3
IN-2020-001813,4
IN-2020-001814,1
MA-2020-001815,4
IN-2020-001816,2
CH-2020-001817,1
IN-2020-001818,5
JA-2020-001819,4
MA-2020-001820,5
JA-2020-001821,4
JA-2020-001822,5
IN-2020-001823,5
IN-2020-001824,5
MA-2020-001825,5
IN-2020-001826,4
RU-2020-001827,5
JA-2020-001828,3
IN-2020-001829,5
CH-2020-001830,3
IN-2020-001831,5
MA-2020-001832,5
RU-2020-001833,4
MA-2020-001834,4
JA-2020-001835,4
MA-2020-001836,5
IN-2020-001837,2
CH-2020-001838,1
IN-2020-001839,1
RU-2020-001840,5
RU-2020-001841,4
MA-2020-001842,4
IN-2020-001843,1
IN-2020-001844,4
SI-2020-001845,5
JA-2020-001846,5
IN-2020-001847,5
IN-2020-001848,4
IN-2020-001849,5
IN-2020-001850,5
RU-2020-001851,1
SI-2020-001852,4
JA-2020-001853,5
CH-2020-001854,4
RU-2020-001855,5
MA-2020-001856,5
IN-2020-001857,5
IN-2020-001858,5
IN-2020-001859,5
JA-2020-001860,5
IN-2020-001861,5
MA-2020-001862,4
IN-2020-001863,1
MA-2020-001864,5
JA-2020-001865,5
RU-2020-001866,5
JA-2020-001867,3
IN-2020-001868,4
SI-2020-001869,4
IN-2020-001870,3
IN-2020-001871,5
IN-2020-001872,1
IN-2020-001873,3
SI-2020-001874,5
CH-2020-001875,5
JA-2020-001876,5
RU-2020-001877,5
RU-2020-001878,5
JA-2020-001879,3
CH-2020-001880,5
RU-2020-001881,5
IN-2020-001882,3
JA-2020-001883,5
IN-2020-001884,4
SI-2020-001885,5
CH-2020-001886,4
IN-2020-001887,3
MA-2020-001888,5
IN-2020-001889,5
JA-2020-001890,5
CH-2020-001891,4
CH-2020-001892,5
IN-2020-001893,3
JA-2020-001894,4
IN-2020-001895,4
JA-2020-001896,5
SI-2020-001897,4
IN-2020-001898,4
IN-2020-001899,5
CH-2020-001900,2
MA-2020-001901,4
CH-2020-001902,5
SI-2020-001903,5
IN-2020-001904,4
IN-2020-001905,5
MA-2020-001906,1
JA-2020-001907,2
RU-2020-001908,5
CH-2020-001909,5
IN-2020-001910,4
IN-2020-001911,4
CH-2020-001912,5
IN-2020-001913,5
JA-2020-001914,3
IN-2020-001915,5
RU-2020-001916,1
IN-2020-001917,4
IN-2020-001918,1
SI-2020-001919,5
JA-2020-001920,5
IN-2020-001921,5
JA-2020-001922,3
SI-2020-001923,3
RU-2020-001924,5
JA-2020-001925,5
IN-2020-001926,5
SI-2020-001927,5
CH-2020-001928,5
IN-2020-001929,1
IN-2020-001930,5
IN-2020-001931,5
IN-2020-001932,5
JA-2020-001933,5
JA-2020-001934,4
JA-2020-001935,3
IN-2020-001936,4
SI-2020-001937,5
IN-2020-001938,5
IN-2020-001939,5
RU-2020-001940,1
IN-2020-001941,5
JA-2020-001942,5
JA-2020-001943,5
JA-2020-001944,1
IN-2020-001945,5
IN-2020-001946,5
CH-2020-001947,4
IN-2020-001948,5
CH-2020-001949,3
RU-2020-001950,3
MA-2020-001951,5
IN-2020-001952,4
IN-2020-001953,3
IN-2020-001954,3
CH-2020-001955,5
MA-2020-001956,2
IN-2020-001957,5
JA-2020-001958,3
JA-2020-001959,3
IN-2020-001960,5
IN-2020-001961,4
SI-2020-001962,5
RU-2020-001963,4
IN-2020-001964,5
MA-2020-001965,3
IN-2020-001966,5
IN-2020-001967,4
IN-2020-001968,5
IN-2020-001969,4
IN-2020-001970,2
JA-2020-001971,2
CH-2020-001972,5
IN-2020-001973,4
CH-2020-001974,4
IN-2020-001975,3
CH-2020-001976,5
CH-2020-001977,5
MA-2020-001978,4
IN-2020-001979,5
IN-2020-001980,5
JA-2020-001981,5
SI-2020-001982,3
JA-2020-001983,4
CH-2020-001984,4
RU-2020-001985,5
IN-2020-001986,4
IN-2020-001987,5
RU-2020-001988,5
IN-2020-001989,5
IN-2020-001990,2
JA-2020-001991,4
CH-2020-001992,3
SI-2020-001993,5
JA-2020-001994,5
IN-2020-001995,5
JA-2020-001996,4
CH-2020-001997,5
SI-2020-001998,3
IN-2020-001999,5
IN-2020-002000,4
RU-2020-002001,5
IN-2020-002002,5
SI-2020-002003,4
CH-2020-002004,5
JA-2020-002005,5
JA-2020-002006,5
IN-2020-002007,4
RU-2020-002008,5
IN-2020-002009,5
IN-2020-002010,5
CH-2020-002011,4
RU-2020-002012,3
CH-2020-002013,5
CH-2020-002014,1
IN-2020-002015,4
MA-2020-002016,4
SI-2020-002017,1
IN-2020-002018,5
IN-2020-002019,4
CH-2020-002020,5
CH-2020-002021,5
CH-2020-002022,5
RU-2020-002023,1
IN-2020-002024,2
MA-2020-002025,5
SI-2020-002026,4
IN-2020-002027,5
JA-2020-002028,5
IN-2020-002029,3
IN-2020-002030,4
RU-2020-002031,5
JA-2020-002032,4
MA-2020-002033,5
RU-2020-002034,3
CH-2020-002035,5
JA-2020-002036,5
JA-2020-002037,4
IN-2020-002038,5
MA-2020-002039,4
IN-2020-002040,5
CH-2020-002041,4
IN-2020-002042,2
IN-2020-002043,5
IN-2020-002044,5
CH-2020-002045,5
JA-2020-002046,5
IN-2020-002047,5
IN-2020-002048,4
MA-2020-002049,3
JA-2020-002050,5
IN-2020-002051,4
SI-2020-002052,2
CH-2020-002053,2
SI-2020-002054,1
IN-2020-002055,5
IN-2020-002056,4
JA-2020-002057,5
CH-2020-002058,4
IN-2020-002059,5
JA-2020-002060,5
JA-2020-002061,5
RU-2020-002062,5
JA-2020-002063,1
CH-2020-002064,2
JA-2020-002065,1
RU-2020-002066,5
SI-2020-002067,4
IN-2020-002068,4
JA-2020-002069,5
RU-2020-002070,2
SI-2020-002071,5
CH-2020-002072,5
MA-2020-002073,1
IN-2020-002074,2
IN-2020-002075,3
JA-2020-002076,5
JA-2020-002077,4
MA-2020-002078,3
MA-2020-002079,5
MA-2020-002080,3
IN-2020-002081,4
JA-2020-002082,5
CH-2020-002083,5
IN-2020-002084,4
IN-2020-002085,5
IN-2020-002086,5
CH-2020-002087,5
RU-2020-002088,5
IN-2020-002089,5
JA-2020-002090,5
CH-2020-002091,5
JA-2020-002092,2
MA-2020-002093,4
JA-2020-002094,4
IN-2020-002095,4
CH-2020-002096,5
IN-2020-002097,4
CH-2020-002098,5
IN-2020-002099,5
IN-2020-002100,5
JA-2020-002101,5
IN-2020-002102,5
CH-2020-002103,2
SI-2020-002104,5
RU-2020-002105,5
IN-2020-002106,2
IN-2020-002107,3
CH-2020-002108,5
IN-2020-002109,4
IN-2020-002110,5
IN-2020-002111,5
RU-2020-002112,5
MA-2020-002113,5
SI-2020-002114,5
SI-2020-002115,5
CH-2020-002116,1
RU-2020-002117,5
IN-2020-002118,5
IN-2020-002119,5
JA-2020-002120,5
IN-2020-002121,5
MA-2020-002122,4
IN-2020-002123,5
CH-2020-002124,1
JA-2020-002125,4
MA-2020-002126,5
RU-2020-002127,5
IN-2020-002128,1
IN-2020-002129,5
IN-2020-002130,5
CH-2020-002131,3
RU-2020-002132,3
CH-2020-002133,5
JA-2020-002134,4
MA-2020-002135,3
RU-2020-002136,5
IN-2020-002137,5
RU-2020-002138,4
IN-2020-002139,5
RU-2020-002140,4
SI-2020-002141,1
CH-2020-002142,2
MA-2020-002143,4
JA-2020-002144,5
CH-2020-002145,5
RU-2020-002146,5
JA-2020-002147,2
CH-2020-002148,3
MA-2020-002149,5
IN-2020-002150,5
JA-2020-002151,4
IN-2020-002152,5
JA-2020-002153,4
RU-2020-002154,5
CH-2020-002155,4
JA-2020-002156,5
MA-2020-002157,5
IN-2020-002158,5
CH-2020-002159,4
CH-2020-002160,5
SI-2020-002161,3
CH-2020-002162,5
MA-2020-002163,1
RU-2020-002164,5
JA-2020-002165,2
SI-2020-002166,5
CH-2020-002167,5
IN-2020-002168,3
JA-2020-002169,5
CH-2020-002170,5
CH-2020-002171,3
RU-2020-002172,4
IN-2020-002173,4
SI-2020-002174,4
MA-2020-002175,2
IN-2020-002176,5
MA-2020-002177,5
IN-2020-002178,5
MA-2020-002179,5
IN-2020-002180,5
JA-2020-002181,4
IN-2020-002182,5
RU-2020-002183,5
IN-2020-002184,5
MA-2020-002185,5
RU-2020-002186,4
IN-2020-002187,5
SI-2020-002188,2
JA-2020-002189,5
IN-2020-002190,5
MA-2020-002191,3
IN-2020-002192,5
IN-2020-002193,5
IN-2020-002194,5
CH-2020-002195,3
CH-2020-002196,2
IN-2020-002197,5
MA-2020-002198,3
CH-2020-002199,2
JA-2020-002200,5
RU-2020-002201,5
IN-2020-002202,5
IN-2020-002203,3
JA-2020-002204,2
RU-2020-002205,5
MA-2020-002206,5
JA-2020-002207,5
IN-2020-002208,4
IN-2020-002209,5
MA-2020-002210,4
IN-2020-002211,5
JA-2020-002212,5
CH-2020-002213,1
IN-2020-002214,4
CH-2020-002215,4
JA-2020-002216,3
MA-2020-002217,5
JA-2020-002218,5
IN-2020-002219,4
RU-2020-002220,3
RU-2020-002221,5
CH-2020-002222,5
SI-2020-002223,5
IN-2020-002224,4
SI-2020-002225,3
CH-2020-002226,4
IN-2020-002227,3
IN-2020-002228,5
IN-2020-002229,5
CH-2020-002230,5
IN-2020-002231,1
IN-2020-002232,5
SI-2020-002233,2
MA-2020-002234,5
MA-2020-002235,1
IN-2020-002236,4
RU-2020-002237,4
CH-2020-002238,4
IN-2020-002239,5
IN-2020-002240,5
IN-2020-002241,3
IN-2020-002242,4
SI-2020-002243,5
MA-2020-002244,5
IN-2020-002245,5
MA-2020-002246,5
MA-2020-002247,5
CH-2020-002248,5
RU-2020-002249,4
IN-2020-002250,5
CH-2020-002251,5
CH-2020-002252,4
RU-2020-002253,5
IN-2020-002254,5
IN-2020-002255,5
JA-2020-002256,5
IN-2020-002257,5
IN-2020-002258,5
RU-2020-002259,5
JA-2020-002260,5
IN-2020-002261,5
IN-2020-002262,2
IN-2020-002263,5
IN-2020-002264,5
IN-2020-002265,5
IN-2020-002266,5
IN-2020-002267,5
IN-2020-002268,4
CH-2020-002269,5
SI-2020-002270,4
RU-2020-002271,4
CH-2020-002272,4
JA-2020-002273,3
IN-2020-002274,5
IN-2020-002275,5
IN-2020-002276,4
MA-2020-002277,3
JA-2020-002278,3
RU-2020-002279,5
IN-2020-002280,3
RU-2020-002281,5
MA-2020-002282,3
IN-2020-002283,3
CH-2020-002284,4
IN-2020-002285,5
IN-2020-002286,4
JA-2020-002287,4
IN-2020-002288,5
SI-2020-002289,5
IN-2020-002290,4
SI-2020-002291,5
IN-2020-002292,1
JA-2020-002293,5
CH-2020-002294,3
SI-2020-002295,4
JA-2020-002296,5
RU-2020-002297,5
MA-2020-002298,5
IN-2020-002299,3
RU-2020-002300,5
CH-2020-002301,5
JA-2020-002302,3
IN-2020-002303,2
JA-2020-002304,5
JA-2020-002305,5
MA-2020-002306,5
JA-2020-002307,5
IN-2020-002308,5
SI-2020-002309,5
MA-2020-002310,3
JA-2020-002311,5
IN-2020-002312,5
IN-2020-002313,2
JA-2020-002314,5
IN-2020-002315,4
IN-2020-002316,5
IN-2020-002317,5
IN-2020-002318,3
IN-2020-002319,5
SI-2020-002320,1
IN-2020-002321,5
CH-2020-002322,4
IN-2020-002323,3
JA-2020-002324,1
CH-2020-002325,3
IN-2020-002326,3
RU-2020-002327,5
JA-2020-002328,5
RU-2020-002329,2
JA-2020-002330,4
SI-2020-002331,5
JA-2020-002332,4
IN-2020-002333,5
RU-2020-002334,5
IN-2020-002335,4
IN-2020-002336,2
SI-2020-002337,3
IN-2020-002338,5
MA-2020-002339,1
IN-2020-002340,5
RU-2020-002341,5
SI-2020-002342,5
IN-2020-002343,5
JA-2020-002344,2
IN-2020-002345,5
JA-2020-002346,5
IN-2020-002347,5
MA-2020-002348,4
IN-2020-002349,5
CH-2020-002350,5
IN-2020-002351,5
MA-2020-002352,4
IN-2020-002353,5
CH-2020-002354,4
IN-2020-002355,5
SI-2020-002356,2
MA-2020-002357,4
IN-2020-002358,5
IN-2020-002359,5
IN-2020-002360,5
IN-2020-002361,5
RU-2020-002362,3
MA-2020-002363,3
IN-2020-002364,5
MA-2020-002365,5
IN-2020-002366,5
IN-2020-002367,4
RU-2020-002368,3
IN-2020-002369,4
IN-2020-002370,5
IN-2020-002371,4
JA-2020-002372,5
JA-2020-002373,5
IN-2020-002374,2
MA-2020-002375,5
JA-2020-002376,5
JA-2020-002377,2
CH-2020-002378,5
RU-2020-002379,5
IN-2020-002380,5
IN-2020-002381,1
CH-2020-002382,4
JA-2020-002383,1
CH-2020-002384,5
JA-2020-002385,4
JA-2020-002386,4
JA-2020-002387,1
SI-2020-002388,5
CH-2020-002389,4
CH-2020-002390,3
JA-2020-002391,3
IN-2020-002392,4
SI-2020-002393,3
JA-2020-002394,5
IN-2020-002395,2
MA-2020-002396,4
IN-2020-002397,3
IN-2020-002398,5
RU-2020-002399,5
CH-2020-002400,5
CH-2020-002401,5
MA-2020-002402,4
CH-2020-002403,5
IN-2020-002404,4
IN-2020-002405,2
MA-2020-002406,5
IN-2020-002407,5
IN-2020-002408,5
CH-2020-002409,5
CH-2020-002410,4
IN-2020-002411,5
IN-2020-002412,4
IN-2020-002413,5
RU-2020-002414,5
JA-2020-002415,1
RU-2020-002416,4
CH-2020-002417,3
IN-2020-002418,5
SI-2020-002419,5
MA-2020-002420,5
IN-2020-002421,5
CH-2020-002422,2
IN-2020-002423,3
IN-2020-002424,5
SI-2020-002425,3
JA-2020-002426,5
CH-2020-002427,5
SI-2020-002428,5
RU-2020-002429,5
IN-2020-002430,4
MA-2020-002431,5
IN-2020-002432,5
RU-2020-002433,5
MA-2020-002434,5
MA-2020-002435,2
IN-2020-002436,2
MA-2020-002437,4
IN-2020-002438,5
IN-2020-002439,2
JA-2020-002440,5
MA-2020-002441,4
CH-2020-002442,4
IN-2020-002443,5
IN-2020-002444,5
SI-2020-002445,3
SI-2020-002446,4
IN-2020-002447,5
IN-2020-002448,4
CH-2020-002449,5
SI-2020-002450,2
IN-2020-002451,4
SI-2020-002452,5
MA-2020-002453,1
IN-2020-002454,5
IN-2020-002455,3
RU-2020-002456,5
IN-2020-002457,5
MA-2020-002458,1
JA-2020-002459,5
CH-2020-002460,5
IN-2020-002461,4
IN-2020-002462,5
IN-2020-002463,4
IN-2020-002464,4
IN-2020-002465,5
IN-2020-002466,4
IN-2020-002467,3
IN-2020-002468,4
IN-2020-002469,4
JA-2020-002470,4
SI-2020-002471,4
SI-2020-002472,2
RU-2020-002473,3
IN-2020-002474,5
RU-2020-002475,1
SI-2020-002476,4
CH-2020-002477,5
JA-2020-002478,5
IN-2020-002479,4
SI-2020-002480,3
JA-2020-002481,4
SI-2020-002482,4
RU-2020-002483,5
IN-2020-002484,5
IN-2020-002485,5
RU-2020-002486,5
SI-2020-002487,3
SI-2020-002488,5
RU-2020-002489,4
RU-2020-002490,5
CH-2020-002491,4
RU-2020-002492,5
JA-2020-002493,5
JA-2020-002494,5
MA-2020-002495,4
IN-2020-002496,5
RU-2020-002497,5
JA-2020-002498,5
MA-2020-002499,4
IN-2020-002500,4
RU-2020-002501,5
MA-2020-002502,1
CH-2020-002503,5
CH-2020-002504,4
IN-2020-002505,5
JA-2020-002506,5
RU-2020-002507,5
CH-2020-002508,4
IN-2020-002509,5
IN-2020-002510,5
CH-2020-002511,5
IN-2020-002512,4
IN-2020-002513,5
IN-2020-002514,2
MA-2020-002515,5
MA-2020-002516,5
RU-2020-002517,3
IN-2020-002518,3
IN-2020-002519,5
IN-2020-002520,5
MA-2020-002521,5
IN-2020-002522,5
SI-2020-002523,3
CH-2020-002524,5
MA-2020-002525,5
SI-2020-002526,4
IN-2020-002527,2
JA-2020-002528,1
RU-2020-002529,5
JA-2020-002530,5
JA-2020-002531,4
IN-2020-002532,4
JA-2020-002533,5
IN-2020-002534,5
IN-2020-002535,2
MA-2020-002536,4
SI-2020-002537,5
IN-2020-002538,4
IN-2020-002539,4
IN-2020-002540,1
IN-2020-002541,1
